╒═════════════════════╤══════════════════╤══════════════╕
│ Algorithm           │ accuracy_score   │ with Kfold   │
╞═════════════════════╪══════════════════╪══════════════╡
│ Logistic Regression │ 0.258            │ 0.305        │
├─────────────────────┼──────────────────┼──────────────┤
│ Decision Tree       │ 0.914            │ 913          │
├─────────────────────┼──────────────────┼──────────────┤
│ Random Forest       │ 0.982            │ 0.979        │
├─────────────────────┼──────────────────┼──────────────┤
│ Gradient Boosting   │ 0.439            │ 0.452        │
├─────────────────────┼──────────────────┼──────────────┤
│ SVM                 │ TimeEror         │ TimeoutError │
├─────────────────────┼──────────────────┼──────────────┤
│ XGBoost             │ error            │ error        │
╘═════════════════════╧══════════════════╧══════════════╛
